n_articles,articles,authors,title,work,publisher,year,identifier,url,unlinked,type
1,Gandhara,"Ghosh, Suchandra; Dalziel",Indo-Parthian Kingdom,The Encyclopedia of Empire,"John Wiley & Sons, Ltd",2016-01-11,978-1-118-45507-4,https://onlinelibrary.wiley.com/doi/10.1002/9781118455074.wbeoe038,False,citation
1,Sogdia,"Shenkar, Michael",Intangible Spirits and Graven Images: The Iconography of Deities in the Pre-Islamic Iranian World,,BRILL,8 September 2014,978-90-04-28149-3,https://books.google.com/books?id=WZ6XCgAAQBAJ,False,cite book
1,Palmyra,"Speake, Graham",International Dictionary of Historic Places,,Fitzroy Dearborn Publishers,1996,978-1-884964-03-9,,True,cite book
1,Palmyra,"Vasudevan, Aruna",International Dictionary of Historic Places,,Fitzroy Dearborn Publishers,1995,978-1-884964-02-2,,True,cite book
1,Palmyra,"Waardenburg, Jean Jacques","Islam: Historical, Social, and Political Perspectives",,Walter de Gruyter,2002,978-3-11-017178-5,,True,cite book
1,Palmyra,"Levick, Barbara",Julia Domna: Syrian Empress,,Routledge,2007,978-1-134-32351-7,,True,cite book
1,Kushan Empire,"Rezakhani, Khodadad",King of the Seven Climes: A History of the Ancient Iranian World (3000 BCE - 651 CE),,UCI Jordan Center for Persian Studies,2017b,978-0-692-86440-1,,True,cite book
1,Kushan Empire,"Roux, Jean-Paul","L'Asie Centrale, Histoire et Civilization",,[[Fayard]],1997,978-2-213-59894-9,,True,cite book
1,Kushan Empire,"Sengupta, Nitish",Land of Two Rivers: A History of Bengal from the Mahabharata to Mujib,,Penguin UK,2011,978-81-8475-530-5,https://books.google.com/books?id=TI8GQioaoL4C&pg=PT39,False,cite book
1,Palmyra,"Harris, William","Lebanon: A History, 600–2011",,Oxford University Press,2012,978-0-19-021783-9,,True,cite book
1,Palmyra,"Dąbrowa, Edward",Legio X Fretensis. A Prosopographical Study of its Officers (I–III c. AD),Historia: Zeitschrift für Alte Geschichte,Franz Steiner Verlag,1993,978-3-515-05809-4,https://archive.org/details/legioxfretensisp0000dabr,False,cite journal
1,Palmyra,"Dąbrowa, Edward",Les Troupes Auxiliaires de L'armée Romaine en Syrie au Ier Siècle de Notre ère,Dialogues d'Histoire Ancienne,les Presses universitaires de Franche-Comté,1979,978-2-251-60239-4,,True,cite journal
1,Palmyra,"Yon, Jean-Baptiste",Les notables de Palmyre,,l'Institut français d'archéologie du Proche-Orient,2002,978-2-912738-19-6,,True,cite book
1,Palmyra,"Macdonald, Michael C. A.",Literacy and Identity in Pre-Islamic Arabia,,Ashgate Variorum,2009,978-0-754-65965-5,https://www.academia.edu/4421918,False,cite book
1,Palmyra,"Cameron, Christina; Rössler, Mechtild","Many Voices, One Vision: The Early Years of the World Heritage Convention",,Routledge,2016,978-1-317-10102-4,,True,cite book
1,Dunhuang manuscripts,Cullen; Lo,Medieval Chinese medicine: the Dunhuang medical manuscripts,,RoutledgeCurzon,2005,978-0-415-34295-7,,True,cite book
1,Silk Road,"Skaff, Jonathan Karem; Nicola Di Cosmo",Military Culture in Imperial China,,[[Harvard University Press]],2009,978-0-674-03109-8,,True,cite book
1,Mogao Caves,,Modern Chinese Religion I (2 vols.): Song-Liao-Jin-Yuan (960–1368 AD),,Brill,2014,978-90-04-27164-7,https://books.google.com/books?id=y2DiBQAAQBAJ&pg=PA894,False,cite book
1,Gandhara,"Bakker, Hans","Monuments of Hope, Gloom and Glory in the Age of the Hunnic Wars: 50 years that changed India (484–534)",,Royal Netherlands Academy of Arts and Sciences,2017,978-90-6984-715-3,https://www.knaw.nl/en/news/publications/monuments-of-hope-gloom-and-glory,False,citation
1,Palmyra,"Burns, Ross",Monuments of Syria: A Guide,,I.B.Tauris,2009,978-0-85771-489-3,,True,cite book
1,Palmyra,"Bacharach, Jere L.; Necipoğlu",Muqarnas: An Annual on the Visual Cultures of the Islamic World,,Brill,1996,978-90-04-25933-1,,True,cite book
1,Palmyra,"Neep, Daniel","Occupying Syria Under the French Mandate: Insurgency, Space and State Formation",,Cambridge University Press,2012,978-1-107-00006-3,,True,cite book
1,Gandhara,"Srinivasan, Doris",On the Cusp of an Era: Art in the Pre-Kuṣāṇa World,,BRILL,30 April 2007,978-90-474-2049-1,https://books.google.com/books?id=ZuevCQAAQBAJ&dq=sases+apraca&pg=PA103,False,cite book
1,Palmyra,"Ball, Warwick","Out of Arabia: Phoenicians, Arabs, and the Discovery of Europe",,East & West Publishing,2009,978-1-56656-801-2,,True,cite book
1,Palmyra,"Rostovtzeff, Michael Ivanovitch",Out of the Past of Greece & Rome,,Biblo & Tannen Publishers,1971,978-0-8196-0126-1,,True,cite book
1,Palmyra,"Hoffmann-Salz, Julia",Ownership and Exploitation of Land and Natural Resources in the Roman World,,Oxford University Press,2015,978-0-19-872892-4,,True,cite book
1,Palmyra,"Hanihara, Kazurō; Sakaguchi, Yutaka; Akazawa, Takeru",Paleolithic site of the Douara Cave and paleogeography of Palmyra Basin in Syria,,University of Tokyo Press,1978,978-0-86008-209-5,,True,cite book
1,Palmyra,"Browning, Iain",Palmyra,,Noyes Press,1979,978-0-8155-5054-9,https://archive.org/details/palmyra0000brow,False,cite book
1,Palmyra,"Intagliata, Emanuele E.",Palmyra after Zenobia AD 273–750: An Archaeological and Historical Reappraisal,,Oxbow Books,2018,978-1-785-70945-6,,True,cite book
1,Palmyra,"Stoneman, Richard",Palmyra and Its Empire: Zenobia's Revolt Against Rome,,University of Michigan Press,1994,978-0-472-08315-2,,True,cite book
1,Palmyra,"Fellmann, Rudolf","Palmyra, Geschichte, Kunst und Kultur der Syrischen Oasenstadt: Einführende Beiträge und Katalog zur Ausstellung",,Gutenberg,1987,978-3-900-40115-3,,True,cite book
1,Palmyra,"Veyne, Paul",Palmyra: An Irreplaceable Treasure,,The University of Chicago Press,2017,978-0-226-42782-9,,True,cite book
1,Palmyra,"al-Maqdissi, Michel; Ishaq, Eva; Aruz",Palmyra: Mirage in the Desert,,Metropolitan Museum of Art,2017,978-1-588-39631-0,,True,cite book
1,Palmyra,"Sommer, Michael",Palmyra: a History,,Routledge,2018,978-0-415-72002-1,,True,cite book
1,Palmyra,"Meyer, Jørgen Christian",Palmyrena: Palmyra and the Surrounding Territory from the Roman to the Early Islamic Period,,Archaeopress Publishing,2017a,978-1-784-91708-1,,True,cite book
1,Silk Road,"Bellwood, Peter; Hung, H.; Lizuka, Yoshiyuki; Benitez-Johannot","Paths of Origins: The Austronesian Heritage in the Collections of the National Museum of the Philippines, the Museum Nasional Indonesia, and the Netherlands Rijksmuseum voor Volkenkunde",,ArtPostAsia,2011,978-971-94292-0-3,,True,cite book
1,Sogdia,"Sims, Eleanor",Peerless images : Persian painting and its sources,,New Haven : Yale University Press,2002,978-0-300-09038-3,https://archive.org/details/peerlessimagespe0000sims/page/288/mode/1up,False,cite book
1,Sogdia,"Godwin, R. Todd",Persian Christians at the Chinese Court: The Xi'an Stele and the Early Medieval Church of the East,,Bloomsbury Publishing,2018,978-1-78672-316-1,https://books.google.com/books?id=wbmKDwAAQBAJ&dq=yisi+stele+guo+lushan&pg=PT179,False,cite book
1,Palmyra,"Mennen, Inge","Power and Status in the Roman Empire, AD 193–284",,Brill,2011,978-90-04-20359-4,,True,cite book
1,Palmyra,"Sivertsev, Alexei",Private Households and Public Politics in 3rd–5th Century Jewish Palestine,,Mohr Siebeck,2002,978-3-16-147780-5,,True,cite book
1,Palmyra,"Laurenti, Maria Concetta; Idelson, Antonio Iaccarino","Proceedings & Report of the Conference ""Saving the Syrian Cultural Heritage for the Next Generation: Palmyra, a Message from Nara"", July 11-14, 2017",,"Executive Committee of the Silk Road Friendship Project: Archaeological Institute of Kashihara, Nara Prefecture",2018,978-4-905-39876-9,,True,cite book
1,Palmyra,"Zuchowska, Marta","Proceedings of the 4th International Congress of the Archaeology of the Ancient Near East, 29 March – 3 April 2004, Freie Universität Berlin",,Otto Harrassowitz Verlag,2008,978-3-447-05703-5,,True,cite book
1,Palmyra,"Hanne, Eric J.","Putting the Caliph in His Place: Power, Authority, and the Late Abbasid Caliphate",,Fairleigh Dickinson University Press,2007,978-0-8386-4113-2,,True,cite book
1,Palmyra,"Byliński, Janusz",Qal'at Shirkuh at Palmyra: A Medieval Fortress Reinterpreted,Bulletin d'Études Orientales,l'Institut français d'archéologie du Proche-Orient,1999,978-2-901315-56-8,,True,cite journal
1,Palmyra,"van Koppen, Frans; Pfälzner",Qaṭna in altsyrischer Zeit,Qaṭna Studien Supplementa: Übergreifende und vergleichende Forschungsaktivitäten des Qaṭna-Projekts der Universität Tübingen,Harrassowitz Verlag,2015,978-3-447-10350-3,https://www.academia.edu/12137231,False,cite journal
1,Palmyra,"Fowden, Garth",Qusayr 'Amra: Art and the Umayyad Elite in Late Antique Syria,,University of California Press,2004,978-0-520-92960-9,,True,cite book
1,Palmyra,"Wright, David P.; Johnston",Religions of the Ancient World: A Guide,,Harvard University Press,2004,978-0-674-01517-3,,True,cite book
1,Silk Road,"Foltz, Richard",Religions of the Silk Road: Overland Trade and Cultural Exchange from Antiquity to the Fifteenth Century,,[[Palgrave Macmillan]],1999,978-0-230-62125-1,,True,cite book
1,Palmyra,"Schmidt-Colinet, Andreas",Remote Sensing for Archaeology and Cultural Landscapes. Best Practices and Perspectives Across Europe and the Middle East,,Springer,2020,978-3-030-10978-3,,True,cite book
1,Sogdia,"Cheang, Sarah; Greef, Erica de; Takagi, Yoko",Rethinking Fashion Globalization,,Bloomsbury Publishing,15 July 2021,978-1-350-18130-4,https://books.google.com/books?id=MostEAAAQBAJ&pg=PT101,False,cite book
1,Palmyra,"Strong, Donald Emrys",Roman Art,,Yale University Press,1995,978-0-300-05293-0,,True,cite book
1,Palmyra,"Smith II, Andrew M.","Roman Palmyra: Identity, Community, and State Formation",,Oxford University Press,2013,978-0-19-986110-1,,True,cite book
1,Palmyra,"Butcher, Kevin",Roman Syria and the Near East,,The British Museum Press,2003,978-0-7141-2235-9,,True,cite book
1,Palmyra,"Dignas, Beate; Winter, Engelbert",Rome and Persia in Late Antiquity: Neighbours and Rivals,,Cambridge University Press,2007,978-0-521-84925-8,,True,cite book
1,Palmyra,"Shahîd, Irfan",Rome and the Arabs: A Prolegomenon to the Study of Byzantium and the Arabs,,Dumbarton Oaks Research Library and Collection,1984,978-0-88402-115-5,,True,cite book
1,Palmyra,"McLaughlin, Raoul","Rome and the Distant East: Trade Routes to the ancient lands of Arabia, India and China",,Continuum International Publishing Group,2010,978-1-4411-6223-6,,True,cite book
1,Palmyra,"Ball, Warwick",Rome in the East: The Transformation of an Empire,,Routledge,2002,978-1-134-82387-1,,True,cite book
1,Silk Road,"Ball, Warwick",Rome in the East: The Transformation of an Empire,,[[Routledge]],2016,978-0-415-72078-6,,True,cite book
1,Palmyra,"Kennedy, David; Riley, Derrick",Rome's Desert Frontiers,,Routledge,2004,978-1-135-78269-6,,True,cite book
1,Palmyra,"Young, Gary K.",Rome's Eastern Trade: International Commerce and Imperial Policy 31 BC – AD 305,,Routledge,2003,978-1-134-54793-7,,True,cite book
1,Sogdia,"Lippiello, Tiziana",Rooted in Hope: China – Religion – Christianity Vol 1: Festschrift in Honor of Roman Malek S.V.D. on the Occasion of His 65th Birthday,,Routledge,2017,978-1-351-67277-1,https://books.google.com/books?id=iYmjDgAAQBAJ&dq=yisi+stele+guo&pg=PT300,False,cite book
1,Palmyra,"Ehrenkreutz, Andrew S.",Saladin,,State University of New York Press,1972,978-0-87395-095-4,,True,cite book
1,Sogdia,,Shipwrecked: Tang Treasures and Monsoon Winds,,"Arthur M. Sackler Gallery, Smithsonian Institution",2010,978-1-58834-305-5,https://asia.si.edu/research/exhibition-catalogues/shipwrecked-catalog/,False,citation
1,Sogdia,"Vaissière, Étienne de la",Sogdian Traders: A History,,Brill,2005,978-90-47-40699-0,https://brill.com/downloadpdf/book/9789047406990/BP000005.xml,False,cite book
1,Palmyra,"Hijmans, Steven Ernst",Sol: The Sun in the Art and Religions of Rome,,University Library Groningen,2009,978-9-036-73931-3,http://www.rug.nl/research/portal/publications/pub(13007598-23b4-48c5-ad15-5c8f93127122).html,False,cite book
1,Palmyra,"Pollard, Nigel","Soldiers, Cities, and Civilians in Roman Syria",,University of Michigan Press,2000,978-0-472-11155-8,,True,cite book
1,Silk Road,"Zhang, Yiping",Story of the Silk Road,,五洲传播出版社,2005,978-7-5085-0832-0,https://books.google.com/books?id=35L3Ww72M-YC&pg=PA22,False,cite book
1,Palmyra,"Dirven, Lucinda",Strangers and sojourners: religious communities in the diaspora,,Peeters Publishers,1998,978-90-429-0663-1,,True,cite book
1,Palmyra,"Belnap, R. Kirk; Haeri, Niloofar","Structuralist Studies in Arabic Linguistics: Charles A. Ferguson's Papers, 1954–1994",,Brill,1997,978-90-04-10511-9,,True,cite book
1,Palmyra,"Waardenburg, Jacques",Struggles of Gods: Papers of the Groningen Work Group for the Study of the History of Religions,,Walter de Gruyter,1984,978-90-279-3460-4,,True,cite book
1,Sogdia,"Li, Xiao",Studies on the History and Culture Along the Continental Silk Road,,Springer Nature,10 September 2020,978-981-15-7602-7,https://books.google.com/books?id=DW78DwAAQBAJ&pg=PA11,False,cite book
1,Sogdia,"Skaff, Jonathan Karam","Sui-Tang China and Its Turko-Mongol Neighbors: Culture, Power, and Connections, 580–800",,Oxford University Press,2012,978-0-19-987590-0,https://books.google.com/books?id=5OpoAgAAQBAJ&pg=PA245,False,cite book
1,Sogdia,Jonathan Karam Skaff,"Sui-Tang China and Its Turko-Mongol Neighbors: Culture, Power, and Connections, 580–800",,OUP US,23 August 2012,978-0-19-973413-9,https://books.google.com/books?id=qTm6Yka5GigC&pg=PA70,False,cite book
1,Palmyra,"Darke, Diana",Syria,,Bradt Travel Guides,2006,978-1-84162-162-3,,True,cite book
1,Palmyra,"Darke, Diana",Syria,,Bradt Travel Guides,2010,978-1-84162-314-6,,True,cite book
1,Palmyra,"Carter, Terry; Dunston, Lara; Thomas, Amelia",Syria & Lebanon,,Lonely Planet,2008,978-1-74104-609-0,,True,cite book
1,Palmyra,"Moubayed, Sami",Syria and the USA: Washington's Relations with Damascus from Wilson to Eisenhower,,I.B.Tauris,2012,978-1-780-76768-0,,True,cite book
1,Palmyra,"Andrade, Nathanael J.",Syrian Identity in the Greco-Roman World,,Cambridge University Press,2013,978-1-107-01205-9,,True,cite book
1,Palmyra,"Irwin, Robert; Robinson","Texts, Documents, and Artefacts: Islamic Studies in Honour of D.S. Richards",,Brill,2003,978-90-04-12864-4,,True,cite book
1,Palmyra,"Holt, Peter Malcolm",The Age of the Crusades: The Near East from the Eleventh Century to 1517,,Routledge,2013,978-1-317-87152-1,,True,cite book
1,Palmyra,"Brauer, George C.","The Age of the Soldier Emperors: Imperial Rome, A.D. 244–284",,Noyes Press,1975,978-0-8155-5036-5,https://archive.org/details/ageofsoldierem00brau,False,cite book
1,Palmyra,"Liverani, Mario","The Ancient Near East: History, Society and Economy",,Routledge,2013,978-1-134-75084-9,,True,cite book
1,Palmyra,"Sader, Hélène",The Aramaeans in Ancient Syria,,Brill,2014,978-9-004-22845-0,,True,cite book
1,Palmyra,"Beyer, Klaus","The Aramaic Language, Its Distribution and Subdivisions",,Vandenhoeck & Ruprecht,1986,978-3-525-53573-8,,True,cite book
1,Palmyra,"MacDowall, David w.; Taddei, Maurizio",The Archaeology of Afghanistan from Earliest Times to the Timurid Period,,Academic Press,1978,978-0-120-50440-4,,True,cite book
1,Greco-Buddhist art,"Leidy, Denise Patry",The Art of Buddhism: An Introduction to Its History & Meaning,,Shambhala Publications,2008,978-1-59030-594-2,https://books.google.com/books?id=PcOIisZzTVcC&q=first+buddha+statue,False,cite book
1,Palmyra,"Colledge, Malcolm Andrew Richard",The Art of Palmyra,,Thames & Hudson,1976,978-0-89158-617-3,,True,cite book
1,Palmyra,"Fowden, Elizabeth Key",The Barbarian Plain: Saint Sergius between Rome and Iran,,University of California Press,1999,978-0-520-92220-4,,True,cite book
1,Palmyra,"Cave, Terry",The Battle Honours of the Second World War 1939–1945 and Korea 1950–1953: British and Colonial Regiments,,Andrews UK Limited,2012,978-1-781-51379-8,,True,cite book
1,Palmyra,"Grainger, John D.","The Battle for Syria, 1918–1920",,Boydell Press,2013,978-1-84383-803-6,,True,cite book
1,Sogdia,Paul Bergne,The Birth of Tajikistan: National Identity and the Origins of the Republic,,I.B.Tauris,15 June 2007,978-1-84511-283-7,https://books.google.com/books?id=3coojMwTKU8C&pg=PA6,False,cite book
1,Palmyra,"Crawford, J. Stephens",The Byzantine Shops at Sardis,,Harvard University Press,1990,978-0-674-08968-6,,True,cite book
1,Palmyra,"Kennedy, Hugh N.",The Byzantine and Early Islamic Near East,,Ashgate Publishing,2006,978-0-7546-5909-9,,True,cite book
1,Sogdia,"Maas, Michael",The Cambridge Companion to the Age of Attila,,Cambridge University Press,29 September 2014,978-1-316-06085-8,https://books.google.com/books?id=e0dcBAAAQBAJ&pg=PA284,False,cite book
1,Kushan Empire,"Narain, A. K.; Sinor",The Cambridge History of Early Inner Asia,,[[Cambridge University Press]],1990,978-1-139-05489-8,,True,cite book
1,Silk Road,"Ebrey, Patricia Buckley",The Cambridge Illustrated History of China,,[[Cambridge University Press]],1999,978-0-521-66991-7,https://archive.org/details/cambridgeillustr00ebre,False,cite book
1,Kushan Empire,"Benjamin, Craig","The Cambridge World History: Volume 4, A World with States, Empires and Networks 1200 BCE–900 CE",,Cambridge University Press,16 April 2015,978-1-316-29830-5,https://books.google.com/books?id=LAFuCAAAQBAJ&pg=PT477,False,cite book
1,Mogao Caves,Fan Jinshi,The Caves of Dunhuang,,The Dunhuang Academy,2010,978-1-85759-540-6,,True,cite book
1,Palmyra,"Drinkwater, John","The Crisis of Empire, AD 193–337",,Cambridge University Press,2005,978-0-521-30199-2,,True,cite book
1,Palmyra,"Major, Balázs",The Crusades and the Military Orders: Expanding the Frontiers of Medieval Latin Christianity,,Central European University Press,2001,978-963-9241-42-8,,True,cite book
1,Palmyra,"Halsberghe, Gaston H.",The Cult of Sol Invictus,,Brill,1972,978-9-004-30831-2,,True,cite book
1,Palmyra,"Gibb, Hamilton Alexander Rosskeen",The Damascus Chronicle of the Crusades: Extracted and Translated from the Chronicle of Ibn Al-Qalanisi,,Dover publications,2002,978-0-486-42519-1,https://archive.org/details/damascuschronicl00harg,False,cite book
1,Mogao Caves,"Taenzer, Gertraud",The Dunhuang Region during Tibetan Rule (787-848): A Study of the Secular Manuscripts Discovered in the Mogao Caves,,"Harrassowitz, O",2014-11-01,978-3-447-19113-5,http://www.jstor.org/stable/10.2307/j.ctvbqs6dn,False,cite book
1,Palmyra,"Healey, John F.",The Early Alphabet,,University of California Press,1990,978-0-520-07309-8,https://archive.org/details/earlyalphabet0000heal,False,cite book
1,Palmyra,"Schmidt-Colinet, Andreas; Alcock",The Early Roman Empire in the East,,Oxbow Books,1997,978-1-900188-52-4,,True,cite book
1,Palmyra,"Graf, David F.",The Eastern frontier of the Roman Empire: proceedings of a colloquium held at Ankara in September 1988 (Volume 1),,BAR Publishing,1989,978-0-86054-700-6,,True,cite book
1,Palmyra,"Abdulkarim, Maamoun; Nagaoka",The Future of the Bamiyan Buddha Statues. Heritage Reconstruction in Theory and Practice,,Springer,2020,978-3-030-51315-3,,True,cite book
1,Silk Road,"Dalrymple, William",The Golden Road: How Ancient India Transformed the World,,Bloomsbury Publishing,2024,978-1-4088-6444-9,,True,cite book
1,Silk Road,"Luttwak, Edward",The Grand Strategy of the Byzantine Empire,,[[Harvard University Press]],2009,978-0-674-03519-5,,True,cite book
1,Silk Road,"Lovell, Julia","The Great Wall: China Against the World, 1000 BC – AD 2000",,[[Grove Press]],2007,978-0-8021-4297-9,https://books.google.com/books?id=IWS53cuiuVgC&pg=PA66,False,cite book
1,Palmyra,"Meier, Christian",The Greek Discovery of Politics,,Harvard University Press,1990,978-0-674-36232-1,,True,cite book
1,Palmyra,"Millar, Fergus","The Greek World, the Jews & the East",,University of North Carolina Press,2006,978-0-807-87665-7,,True,cite book
1,Gandhara,"Tarn, William Woodthorpe",The Greeks in Bactria and India,,Cambridge University Press,24 June 2010,978-1-108-00941-6,https://books.google.com/books?id=-HeJS3nE9cAC&dq=Taxila+capital+of+the+north+west+Mauryan+empire&pg=PA152,False,cite book
1,Sogdia,Tai Thu Nguyen,The History of Buddhism in Vietnam,,CRVP,2008,978-1-56518-098-7,https://books.google.com/books?id=tUN8tC0ftJcC&pg=PA36,False,cite book
1,Palmyra,"Hillenbrand, Robert",The Idea and Ideal of the Town Between Late Antiquity and the Early Middle Ages,,Brill,1999,978-90-04-10901-8,,True,cite book
1,Gandhara,"Jain, Danesh; Cardona, George",The Indo-Aryan Languages,,Routledge,26 July 2007,978-1-135-79710-2,https://books.google.com/books?id=iUHfBQAAQBAJ&pg=PT991,False,cite book
1,Palmyra,"Hamilton, Bernard",The Leper King and His Heirs: Baldwin IV and the Crusader Kingdom of Jerusalem,,Cambridge University Press,2005,978-0-521-01747-3,,True,cite book
1,Mogao Caves,"Murray, Stuart A. P.",The Library: An Illustrated History,,Skyhorse Publishing,2009,978-1-61608-453-0,,True,cite book
1,Mogao Caves,"Murray, Stuart",The Library: An Illustrated History,,Skyhorse Publishing,2009,978-1-60239-706-4,https://archive.org/details/libraryillustrat0000murr/page/49,False,cite book
1,Silk Road,"de Saxcé, Ariane; Billé, Franck; Mehendale, Sanjyot; Lankton, James","The Maritime Silk Road: Global Connectivities, Regional Nodes, Localities",,[[Amsterdam University Press]],2022,978-90-4855-242-9,https://library.oapen.org/bitstream/id/689adfe3-2dfa-4a0d-b04b-3a5f60cb7fad/9789048552429.pdf,False,cite book
1,Palmyra,"Colledge, Malcolm Andrew Richard; Wiesehöfer, Josef",The Oxford Companion to Classical Civilization,,Oxford University Press,2014,978-0-19-870677-9,,True,cite book
1,Palmyra,"Greene, Joseph A.",The Oxford Guide to People & Places of the Bible,,Oxford University Press,2001,978-0-19-517610-0,https://archive.org/details/oxfordguidetopeo00metz,False,cite book
1,Palmyra,"Sartre-Fauriat, Annie",The Oxford Handbook of Palmyra,,Oxford University Press,2024,978-0-190-85813-1,,True,cite book
1,Kushan Empire,"Bang, Peter Fibiger; Bayly, C. A.; Scheidel, Walter",The Oxford World History of Empire: Volume One: The Imperial Experience,,Oxford University Press,2020,978-0-19-977311-4,https://books.google.com/books?id=9mkLEAAAQBAJ&pg=PA92,False,cite book
1,Palmyra,"Dirven, Lucinda",The Palmyrenes of Dura-Europos: A Study of Religious Interaction in Roman Syria,,Brill,1999,978-90-04-11589-7,,True,cite book
1,Palmyra,"Teixidor, Javier",The Pantheon of Palmyra,,Brill,1979,978-90-04-05987-0,,True,cite book
1,Palmyra,"Colledge, Malcolm Andrew Richard",The Parthian Period,,Brill,1986,978-90-04-07115-5,,True,cite book
1,Kushan Empire,"Ellerbrock, Uwe",The Parthians: The Forgotten Empire,,Routledge,2021,978-1-000-35848-3,https://books.google.com/books?id=pFEXEAAAQBAJ&pg=PA61,False,cite book
1,Kushan Empire,"Bremer-McCollum, Adam",The Pearlsong: Texts & Translations of Transcendence & Transformation,,Harvard University Press,2025,978-0-67430-146-7,https://cswr.hds.harvard.edu/sites/g/files/omnuum4346/files/2025-06/acbm_pearlsong_final.pdf,False,cite book
1,Palmyra,"Yarshater, Ehsan",The Persian Presence in the Islamic World,,Cambridge University Press,1998,978-0-521-59185-0,,True,cite book
1,Palmyra,"De Blois, Lukas",The Policy of the Emperor Gallienus,,Brill,1976,978-90-04-04508-8,,True,cite book
1,Sogdia,Donné Raffat; Buzurg ʻAlavī,The Prison Papers of Bozorg Alavi: A Literary Odyssey,,Syracuse University Press,1985,978-0-8156-0195-1,https://books.google.com/books?id=mhmwnM9o6i4C&pg=PA85,False,cite book
1,Gandhara,"Bryant, Edwin Francis",The Quest for the Origins of Vedic Culture: The Indo-Aryan Migration Debate,,Oxford University Press,2002,978-0-19-565361-8,https://books.google.com/books?id=3UWFPwAACAAJ,False,cite book
1,Palmyra,"Sidebotham, Steven E.; Hense, Martin; Nouwens, Hendrikje M.",The Red Land: The Illustrated Archaeology of Egypt's Eastern Desert,,American University in Cairo Press,2008,978-977-416-094-3,,True,cite book
1,Palmyra,"Drijvers, Hendrik Jan Willem",The Religion of Palmyra,,Brill,1976,978-0-585-36013-3,,True,cite book
1,Palmyra,"Dixon, Karen R.; Southern, Patricia",The Roman Cavalry,,Routledge,2005,978-1-135-11407-7,,True,cite book
1,Palmyra,"Greatrex, Geoffrey; Lieu, Samuel N. C.","The Roman Eastern Frontier and the Persian Wars, part 2, AD 363–628",,Routledge,2005,978-1-134-75646-9,,True,cite book
1,Palmyra,"Millar, Fergus","The Roman Near East, 31 B.C.–A.D. 337",,Harvard University Press,1993,978-0-674-77886-3,https://archive.org/details/romanneareast31b0000mill,False,cite book
1,Palmyra,"Chapot, Victor; Ogden",The Roman World,,Routledge,2014,978-1-134-73140-4,,True,cite book
1,Palmyra,"Beattie, Andrew; Pepper, Timothy",The Rough Guide to Syria,,Rough Guides,2001,978-1-85828-718-8,,True,cite book
1,Palmyra,"Bryce, Trevor",The Routledge Handbook of the Peoples and Places of Ancient Western Asia: The Near East from the Early Bronze Age to the fall of the Persian Empire,,Routledge,2009,978-1-134-15907-9,,True,cite book
1,Palmyra,"Winter, Stefan","The Shiites of Lebanon under Ottoman Rule, 1516–1788",,Cambridge University Press,2010,978-1-139-48681-1,,True,cite book
1,Silk Road,"Liu, Xinru",The Silk Road in World History,,[[Oxford University Press]],2010,978-0-19-516174-8,https://archive.org/details/silkroadinworldh0000liux,False,cite book
1,Sogdia,"Millward, James A.",The Silk Road: A Very Short Introduction,,Oxford University Press US,2013,978-0-19-978286-4,https://books.google.com/books?id=M0uMBi67IngC&pg=PA28,False,cite book
1,Silk Road,"Whitfield, Susan","The Silk Road: Trade, Travel, War and Faith",,Serindia,2004,978-1-932476-12-5,,True,cite book
1,Silk Road,Eliseeff,The Silk Roads: Highways of Culture and Commerce,,Berghahn Books,2009,978-92-3-103652-1,,True,cite book
1,Palmyra,"Guntern, Gottlieb",The Spirit of Creativity: Basic Mechanisms of Creative Achievements,,University Press of America,2010,978-0-7618-5053-3,,True,cite book
1,Sogdia,"Lehnert, Martin",The Spread of Buddhism,,BRILL,2007,978-90-04-15830-6,https://books.google.com/books?id=kr_M1e7yImoC&dq=%22Though+Amoghavajra+had+been+detained+in+the+occupied+capital+he+was+able+to+secretly+communicate+strategically+sensitive+information+to+Li+Heng%22&pg=PA262,False,cite book
1,Palmyra,"Luxenberg, Christoph",The Syro-Aramaic Reading of the Koran: A Contribution to the Decoding of the Language of the Koran,,Verlag Hans Schiler,2007,978-3-89930-088-8,,True,cite book
1,Kushan Empire,"Mallory, J. P.; Mair, Victor H.",The Tarim Mummies: Ancient China and the Mystery of the Earliest Peoples from the West,,[[Thames & Hudson]],2008,978-0-500-28372-1,,True,cite book
1,Palmyra,"Métral, Francoise",The Transformation of Nomadic Society in the Arab East,,Cambridge University Press,2000,978-0-521-77057-6,,True,cite book
1,Palmyra,"Fields, Nic",The Walls of Rome,,Osprey Publishing,2008,978-1-84603-198-4,,True,cite book
1,Palmyra,"Hartmann, Udo",The World of Palmyra,,The Royal Danish Academy of Sciences and Letters- Specialtrykkeriet Viborg a-s,2016,978-8-773-04397-4,https://www.academia.edu/26788091,False,cite book
1,Palmyra,"Purcell, Nicholas",The World of Rome: An Introduction to Roman Culture,,Cambridge University Press,1997,978-0-521-38600-5,,True,cite book
1,Palmyra,"Evans, Jean M.; Kevorkian, Hagop; Milleker",The Year One: Art of the Ancient World East and West,,Metropolitan Museum of Art,2000,978-0-87099-961-1,,True,cite book
1,Kushan Empire,"Benjamin, Craig","The Yuezhi: Origin, Migration and the Conquest of Northern Bactria",,ISD,2007,978-2-503-52429-0,,True,cite book
